"Date-Time,BitDepth,Scfm,MudCondIn,BlockPos,WOB,ROPi,BVDepth,MudCondOut,Torque,RPM,Hkld,LogDepth,H2S_1,MudFlowOutp,TotSPM,SpPress,MudFlowIn,CO2_1,Gas,MudTempIn,MudTempOut,TankVolTot,Stuck"
"2022-07-01 00:00:00.0,      114,    0,          ,       24,     0,      0,     108,           ,        1, 118,    97,      128,     0,           0,    168,     996,       907,     0,    ,        20,         20,       1513,0"
"2022-07-01 00:00:10.0,      115,    0,          ,       23,     0,      0,     108,           ,        1, 118,    97,      128,     0,           0,    168,     992,       907,     0,    ,        20,         20,       1515,0"
"2022-07-01 00:00:20.0,      116,    0,          ,       22,     0,      0,     109,           ,        1, 118,    97,      128,     0,           0,    168,     992,       907,     0,    ,        20,         20,       1514,0"
"2022-07-01 00:00:30.0,      117,    0,          ,       21,     0,      0,     110,           ,        1, 118,    97,      128,     0,           0,    168,     992,       907,     0,    ,        20,         20,       1509,0"
"2022-07-01 00:00:40.0,      118,    0,          ,       20,     0,      0,     111,           ,        1, 118,    97,      128,     0,           0,    168,     992,       907,     0,    ,        20,         20,       1515,0"
"2022-07-01 00:00:50.0,      119,    0,          ,       19,     0,      0,     112,           ,        1, 118,    97,      128,     0,           0,    168,     992,       907,     0,    ,        20,         20,       1515,0"
"2022-07-01 00:01:00.0,      120,    0,          ,       18,     0,      0,     113,           ,        1, 118,    96,      128,     0,           0,    168,     992,       907,     0,    ,        20,         20,       1515,0"
"2022-07-01 00:01:10.0,      121,    0,          ,       17,     0,      0,     114,           ,        1, 118,    96,      128,     0,           0,    168,     996,       907,     0,    ,        20,         20,       1517,0"
"2022-07-01 00:01:20.0,      122,    0,          ,       16,     0,      0,     114,           ,        0, 245,    96,      128,     0,           0,    168,    1000,       907,     0,    ,        20,         20,       1512,0"
